"ISO","year","regime_type","election","obs_bin","obs_bin_max","obs_count","obs_count_max","demi","demi_max","source","obs_vdem","obs_qed"
"MKD",1991,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MKD",1992,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MKD",1993,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MKD",1994,"Electoral autocracy",1,0,0,0,0,NA,NA,NA,1,0
"MKD",1995,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MKD",1996,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MKD",1997,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MKD",1998,"Electoral democracy",1,0,0,0,0,NA,NA,NA,1,0
"MKD",1999,"Electoral autocracy",1,0,0,0,0,NA,NA,NA,1,0
"MKD",2000,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MKD",2001,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MKD",2002,"Electoral democracy",1,1,1,1,1,"Citizens Association for Development of Democratic Institutions","Citizens Association for Development of Democratic Institutions","https://web.archive.org/web/20021209114235/http://most.org.mk/default.htm",1,0
"MKD",2003,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"MKD",2004,"Electoral democracy",1,1,1,1,1,"Citizens Association for Development of Democratic Institutions","Citizens Association for Development of Democratic Institutions","https://web.archive.org/web/20040611231006/https://most.org.mk/",1,0
"MKD",2005,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MKD",2006,"Electoral democracy",1,1,1,1,1,"Citizens Association for Development of Democratic Institutions","Citizens Association for Development of Democratic Institutions","https://web.archive.org/web/20060904055040/http://www.most.org.mk/old/default.asp",1,NA
"MKD",2007,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MKD",2008,"Electoral democracy",1,1,1,1,1,"Citizens Association for Development of Democratic Institutions","Citizens Association for Development of Democratic Institutions","https://most.org.mk/wp-content/uploads/2020/06/%D0%9C%D0%9E%D0%A1%D0%A2-%D0%B3%D0%BE%D0%B4%D0%B8%D1%88%D0%B5%D0%BD-%D0%B8%D0%B7%D0%B2%D0%B5%D1%88%D1%82%D0%B0%D1%98_2008_MKD.pdf",1,NA
"MKD",2009,"Electoral democracy",1,1,1,1,1,"Citizens Association for Development of Democratic Institutions","Citizens Association for Development of Democratic Institutions","https://most.org.mk/wp-content/uploads/2020/06/%D0%9C%D0%9E%D0%A1%D0%A2-%D0%B3%D0%BE%D0%B4%D0%B8%D1%88%D0%B5%D0%BD-%D0%B8%D0%B7%D0%B2%D0%B5%D1%88%D1%82%D0%B0%D1%98_2009_MKD.pdf",1,NA
"MKD",2010,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MKD",2011,"Electoral autocracy",1,1,1,1,1,"Citizens Association for Development of Democratic Institutions","Citizens Association for Development of Democratic Institutions","https://most.org.mk/wp-content/uploads/2020/06/%D0%9C%D0%9E%D0%A1%D0%A2-%D0%B3%D0%BE%D0%B4%D0%B8%D1%88%D0%B5%D0%BD-%D0%B8%D0%B7%D0%B2%D0%B5%D1%88%D1%82%D0%B0%D1%98_2011_MKD.pdf",1,NA
"MKD",2012,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"MKD",2013,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"MKD",2014,"Electoral autocracy",1,1,1,1,1,"Citizens Association for Development of Democratic Institutions","Citizens Association for Development of Democratic Institutions","https://most.org.mk/wp-content/uploads/2020/06/%D0%9C%D0%9E%D0%A1%D0%A2-%D0%B3%D0%BE%D0%B4%D0%B8%D1%88%D0%B5%D0%BD-%D0%B8%D0%B7%D0%B2%D0%B5%D1%88%D1%82%D0%B0%D1%98_2014_MKD.pdf",1,NA
"MKD",2015,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"MKD",2016,"Electoral autocracy",1,1,1,1,1,"Citizens Association for Development of Democratic Institutions","Citizens Association for Development of Democratic Institutions","https://most.org.mk/wp-content/uploads/2020/06/%D0%9C%D0%9E%D0%A1%D0%A2-%D0%B3%D0%BE%D0%B4%D0%B8%D1%88%D0%B5%D0%BD-%D0%B8%D0%B7%D0%B2%D0%B5%D1%88%D1%82%D0%B0%D1%98_2016_MKD.pdf",1,NA
"MKD",2017,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MKD",2018,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MKD",2019,"Electoral democracy",1,1,1,1,1,"Citizens Association for Development of Democratic Institutions","Citizens Association for Development of Democratic Institutions","https://web.archive.org/web/20191027223238/http://most.org.mk/?fw-portfolio=%D0%B8%D0%B7%D0%B1%D0%BE%D1%80%D0%B8-2019",1,NA
"MKD",2020,"Electoral democracy",1,1,1,1,1,"Citizens Association for Development of Democratic Institutions","Citizens Association for Development of Democratic Institutions",NA,1,NA
"MKD",2021,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MLI",1990,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MLI",1991,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MLI",1992,"Electoral autocracy",1,0,0,0,0,NA,NA,NA,1,0
"MLI",1993,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"MLI",1994,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"MLI",1995,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"MLI",1996,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"MLI",1997,"Electoral democracy",1,1,1,1,1,"Réseau d'Appui au Processus Electoral au Mali","Réseau d'Appui au Processus Electoral au Mali","https://aceproject.org/ero-en/regions/africa/ML/mali-rapport-de-la-mission-exploratoire-elections",1,0
"MLI",1998,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"MLI",1999,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"MLI",2000,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"MLI",2001,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"MLI",2002,"Electoral democracy",1,1,1,2,4,"Réseau d'Appui au Processus Electoral au Mali","Réseau d'Appui au Processus Electoral au Mali, Réseau des Compétences Electorales Francophones","https://aceproject.org/ero-en/regions/africa/ML/mali-elections-presidentielles-des-28-avril-et-12",1,1
"MLI",2003,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"MLI",2004,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"MLI",2005,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MLI",2006,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MLI",2007,"Electoral democracy",1,1,1,1,2,"Réseau d'Appui au Processus Electoral au Mali","Réseau des Compétences Electorales Francophones, Réseau d'Appui au Processus Electoral au Mali","https://fr.wikipedia.org/wiki/%C3%89lections_l%C3%A9gislatives_maliennes_de_2007",1,NA
"MLI",2008,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MLI",2009,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MLI",2010,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MLI",2011,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MLI",2012,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"MLI",2013,"Electoral autocracy",1,1,1,2,3,"Réseau des Compétences Electorales Francophones, Réseau d'Appui au Processus Electoral au Mali","Réseau des Compétences Electorales Francophones, Association les Nouvelles Initiatives au Mali, Réseau d'Appui au Processus Electoral au Mali","https://recef.org/wp-content/plugins/cpt-bibliotheque/telecharger.php?id=1322, https://www.ani-mali.org/projets/#, https://aceproject.org/electoral-advice/archive/questions/replies/213678601#987749836",1,NA
"MLI",2014,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MLI",2015,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MLI",2016,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MLI",2017,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MLI",2018,"Electoral autocracy",1,1,1,1,2,"Réseau d'Appui au Processus Electoral au Mali","Réseau des Compétences Electorales Francophones, Réseau d'Appui au Processus Electoral au Mali","https://www.maliweb.net/elections-ceni/processus-electoral-le-reseau-apem-livre-son-rapport-dobservation-preelectorale-2748667.html",1,NA
"MLI",2019,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"MLI",2020,"Electoral autocracy",1,1,1,1,2,"Réseau des Compétences Electorales Francophones","Réseau des Compétences Electorales Francophones, Réseau d'Appui au Processus Electoral au Mali",NA,1,NA
"MLI",2021,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"MLT",1990,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"MLT",1991,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"MLT",1992,"Electoral democracy",1,0,0,0,0,NA,NA,NA,1,0
"MLT",1993,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"MLT",1994,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"MLT",1995,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"MLT",1996,"Electoral democracy",1,0,0,0,0,NA,NA,NA,1,0
"MLT",1997,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"MLT",1998,"Electoral democracy",1,0,0,0,0,NA,NA,NA,1,0
"MLT",1999,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"MLT",2000,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"MLT",2001,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"MLT",2002,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"MLT",2003,"Electoral democracy",1,0,0,0,0,NA,NA,NA,1,0
"MLT",2004,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"MLT",2005,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MLT",2006,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MLT",2007,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MLT",2008,"Electoral democracy",1,0,0,0,0,NA,NA,NA,1,NA
"MLT",2009,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MLT",2010,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MLT",2011,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MLT",2012,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MLT",2013,"Electoral democracy",1,0,0,0,0,NA,NA,NA,1,NA
"MLT",2014,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MLT",2015,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MLT",2016,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MLT",2017,"Electoral democracy",1,0,0,0,0,NA,NA,NA,1,NA
"MLT",2018,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MLT",2019,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MLT",2020,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MLT",2021,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MMR",1990,"Closed autocracy",1,0,0,0,0,NA,NA,NA,1,0
"MMR",1991,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MMR",1992,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MMR",1993,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MMR",1994,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MMR",1995,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MMR",1996,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MMR",1997,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MMR",1998,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MMR",1999,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MMR",2000,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MMR",2001,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MMR",2002,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MMR",2003,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MMR",2004,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MMR",2005,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"MMR",2006,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"MMR",2007,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"MMR",2008,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"MMR",2009,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"MMR",2010,"Closed autocracy",1,1,1,1,1,"New Mynamar Foundation","New Mynamar Foundation","https://www.peaceandjusticemm.org/?s=English, http://newmyanmarfoundation.blogspot.com/2010/12/?view=classic",0,NA
"MMR",2011,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"MMR",2012,"Electoral autocracy",1,1,1,4,4,"New Mynamar Foundation, Yangon School of Political Science, Pandita Development Institute, People's Alliance for Credible Elections","New Mynamar Foundation, Yangon School of Political Science, Pandita Development Institute, People's Alliance for Credible Elections","https://en.wikipedia.org/wiki/New_Myanmar_Foundation, https://www.peaceandjusticemm.org/?s=English, https://journals.sagepub.com/doi/10.1177/186810341203100204?icid=int.sj-abstract.similar-articles.3, file:///Users/duongle/Downloads/JS5_UPR23_MMR_E_Main.pdf",1,NA
"MMR",2013,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"MMR",2014,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"MMR",2015,"Electoral autocracy",1,1,1,7,8,"Pandita Development Institute, New Mynamar Foundation, Peace & Justice Myanmar, People's Alliance for Credible Elections, Hornbill Organization, Myanmar ICT for Development Organization, Myanmar Network Organization for Free and Fair Elections","Pandita Development Institute, New Mynamar Foundation, Peace & Justice Myanmar, People's Alliance for Credible Elections, Yangon School of Political Science, Hornbill Organization, Myanmar ICT for Development Organization, Myanmar Network Organization for Free and Fair Elections","https://www.facebook.com/PanditaDevelopmentInstitute/photos/pandita-development-institute-pdi-co-organized-a-forum-on-9-february-2015-with-p/1055192904506173/, http://newmyanmarfoundation.blogspot.com/p/nmfs-programs.html, https://www.cartercenter.org/resources/pdfs/news/peace_publications/election_reports/myanmar-2015-final.pdf, https://www.pacemyanmar.org/2015-general-elections/, https://twitter.com/heysarah/status/659710943564140545/photo/1, https://www.mynfrel.org/wp-content/uploads/2019/05/1.-Election-Observation-through-Media_Eng_2015_MYNFREL.pdf",1,NA
"MMR",2016,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"MMR",2017,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"MMR",2018,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"MMR",2019,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"MMR",2020,"Electoral autocracy",1,1,1,6,6,"Myanmar ICT for Development Organization, New Mynamar Foundation, Myanmar Network Organization for Free and Fair Elections, Peace & Justice Myanmar, Hornbill Organization, People's Alliance for Credible Elections","Myanmar ICT for Development Organization, New Mynamar Foundation, Myanmar Network Organization for Free and Fair Elections, Peace & Justice Myanmar, Hornbill Organization, People's Alliance for Credible Elections",NA,1,NA
"MMR",2021,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"MNE",1998,"Electoral autocracy",1,0,0,0,0,NA,NA,"file:///Users/duongle/Downloads/Montenegro-%20Preliminary%20statement-%20parliamentary%20election%20of%20May%2031-%20OSCE-ODIHR%20-1998.pdf",1,0
"MNE",1999,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MNE",2000,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MNE",2001,"Electoral autocracy",1,1,1,2,2,"Center for Democratic Transition, The Monitoring Center","Center for Democratic Transition, The Monitoring Center","file:///Users/duongle/Downloads/Montenegro-%20Statement%20of%20preliminary%20findings%20and%20conclusions-%20parliamentary%20elections%20of%20April%2022-%20OSCE-ODIHR%20-2001.pdf, https://aceproject.org/ero-en/regions/europe/ME/montenegro-report-on-the-observation-mission-early, https://cemi.org.me/en/elections/parliamentary-elections-in-montenegro-2020",1,0
"MNE",2002,"Electoral autocracy",1,1,1,2,2,"Center for Democratic Transition, The Monitoring Center","Center for Democratic Transition, The Monitoring Center","https://aceproject.org/ero-en/regions/europe/ME/montenegro-statement-of-preliminary-findings-and-1/view, https://issuu.com/cdt_crnagora/docs/2004-01-pres-el-report, https://cemi.org.me/en/elections/parliamentary-elections-in-montenegro-2020",1,0
"MNE",2003,"Electoral autocracy",1,1,1,2,2,"The Monitoring Center, Center for Democratic Transition","The Monitoring Center, Center for Democratic Transition","https://aceproject.org/regions-en/countries-and-territories/ME, https://www.osce.org/files/f/documents/d/7/15352.pdf",1,0
"MNE",2004,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MNE",2005,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MNE",2006,"Electoral autocracy",1,1,1,3,4,"Center for Democracy and Human Rights, Center for Democratic Transition, The Monitoring Center","Center for Democracy and Human Rights, Center for Democratic Transition, The Monitoring Center, Network for Affirmation of NGO Sector","file:///Users/duongle/Downloads/Montenegro-%20Needs%20assessment%20mission%20report-%20referendum%20of%20May%2021-%20OSCE-ODIHR%20-2006.pdf, https://www.oscepa.org/en/documents/election-observation/election-observation-statements/montenegro/statements-17/2112-2006-parliamentary-3/file",1,NA
"MNE",2007,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"MNE",2008,"Electoral autocracy",1,1,1,2,4,"Center for Democratic Transition, The Monitoring Center","Center for Democratic Transition, The Monitoring Center, Center for Democracy and Human Rights, Network for Affirmation of NGO Sector","https://www.osce.org/files/f/documents/4/a/31421.pdf, https://cemi.org.me/en/elections/parliamentary-elections-in-montenegro-2020",1,NA
"MNE",2009,"Electoral autocracy",1,1,1,3,4,"Center for Democracy and Human Rights, Center for Democratic Transition, The Monitoring Center","Network for Affirmation of NGO Sector, Center for Democracy and Human Rights, Center for Democratic Transition, The Monitoring Center","https://assembly.coe.int/nw/xml/XRef/Xref-XML2HTML-en.asp?fileid=12683&lang=en",1,NA
"MNE",2010,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"MNE",2011,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"MNE",2012,"Electoral democracy",1,1,1,2,4,"The Monitoring Center, Center for Democratic Transition","Network for Affirmation of NGO Sector, The Monitoring Center, Center for Democracy and Human Rights, Center for Democratic Transition","https://cemi.org.me/en/elections/parliamentary-elections-in-montenegro-2020, https://www.osce.org/files/f/documents/b/0/97940.pdf",1,NA
"MNE",2013,"Electoral autocracy",1,1,1,3,4,"Center for Democratic Transition, Network for Affirmation of NGO Sector, The Monitoring Center","Center for Democracy and Human Rights, Center for Democratic Transition, Network for Affirmation of NGO Sector, The Monitoring Center","file:///Users/duongle/Downloads/OSCE%20Montenegro-%20Presidential%20Election-%207%20April%202013-%20Statement%20of%20Preliminary%20Findings%20and%20Conclusions.pdf, https://www.osce.org/files/f/documents/7/5/100550.pdf, https://www.mans.co.me/en/wp-content/uploads/WinningElectionsInMontenegro.pdf",1,NA
"MNE",2014,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"MNE",2015,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"MNE",2016,"Electoral autocracy",1,1,1,4,4,"Center for Democracy and Human Rights, Center for Democratic Transition, Network for Affirmation of NGO Sector, The Monitoring Center","Center for Democracy and Human Rights, Center for Democratic Transition, Network for Affirmation of NGO Sector, The Monitoring Center","https://cemi.org.me/storage/uploads/b2PK54ONuTBHgVUnKVQeqave757Y7nEzMC7Uf0Pv.pdf",1,NA
"MNE",2017,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"MNE",2018,"Electoral autocracy",1,1,1,4,4,"The Monitoring Center, Center for Democracy and Human Rights, Network for Affirmation of NGO Sector, Center for Democratic Transition","The Monitoring Center, Center for Democracy and Human Rights, Network for Affirmation of NGO Sector, Center for Democratic Transition","https://cemi.org.me/en/elections/parliamentary-elections-in-montenegro-2020, https://cemi.org.me/storage/uploads/uz06BO1Fmc0P0aRukgdEd0Mi4eZsrk8Qew34bMQS.pdf",1,NA
"MNE",2019,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"MNE",2020,"Electoral autocracy",1,1,1,3,3,"Center for Democratic Transition, Network for Affirmation of NGO Sector, The Monitoring Center","Center for Democratic Transition, Network for Affirmation of NGO Sector, The Monitoring Center",NA,1,NA
"MNE",2021,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MNG",1990,"Electoral autocracy",1,0,0,0,0,NA,NA,NA,1,0
"MNG",1991,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"MNG",1992,"Electoral democracy",1,0,1,0,1,NA,"Women for Social Progress - Voter Education Centre",NA,1,0
"MNG",1993,"Electoral democracy",1,1,1,1,1,"Women for Social Progress - Voter Education Centre","Women for Social Progress - Voter Education Centre","https://www.ifes.org/tools-resources/election-materials/voter-education-seminar",1,0
"MNG",1994,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"MNG",1995,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"MNG",1996,"Electoral democracy",1,0,1,0,1,NA,"Women for Social Progress - Voter Education Centre","https://forum.mn/uploads/site/1126/res_mat/Mastering%20Information.pdf",1,0
"MNG",1997,"Electoral democracy",1,1,1,1,1,"Women for Social Progress - Voter Education Centre","Women for Social Progress - Voter Education Centre","https://www.latimes.com/archives/la-xpm-2000-feb-22-mn-1432-story.html",1,0
"MNG",1998,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"MNG",1999,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"MNG",2000,"Electoral democracy",1,1,1,1,2,"Women for Social Progress - Voter Education Centre","Globe International Center, Women for Social Progress - Voter Education Centre","https://www.iri.org/wp-content/uploads/2021/12/mongolias_2000_parliamentary_elections-1.pdf#page=12.00",1,0
"MNG",2001,"Electoral democracy",1,0,1,0,2,NA,"Women for Social Progress - Voter Education Centre, Globe International Center",NA,1,0
"MNG",2002,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"MNG",2003,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"MNG",2004,"Electoral democracy",1,1,1,3,3,"Open Society Forum, Globe International Center, Women for Social Progress - Voter Education Centre","Open Society Forum, Globe International Center, Women for Social Progress - Voter Education Centre","https://forum.mn/post/78903, https://www.gic.mn/public/docs/annual_report/gic-annual-report-en-2004.pdf, https://web.archive.org/web/20120210134003/http://www.wsp.mn/index.php/mn/projects/implemented-project.html",1,1
"MNG",2005,"Electoral democracy",1,1,1,2,3,"Open Society Forum, Globe International Center","Open Society Forum, Women for Social Progress - Voter Education Centre, Globe International Center","https://forum.mn/post/78903, https://www.gic.mn/public/docs/annual_report/gic-annual-report-en-2005.pdf",1,NA
"MNG",2006,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MNG",2007,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MNG",2008,"Electoral democracy",1,1,1,3,3,"Globe International Center, Women for Social Progress - Voter Education Centre, Open Society Forum","Globe International Center, Women for Social Progress - Voter Education Centre, Open Society Forum","https://www.gic.mn/public/docs/annual_report/gic-annual-report-en-2008.pdf, https://web.archive.org/web/20140127070042/http://www.slideshare.net/MunkhnaranAvirmed/2008-election-in-mongolia#, https://forum.mn/uploads/users/3093/files/AnnualReport%202008.pdf",1,NA
"MNG",2009,"Electoral democracy",1,1,1,3,3,"Open Society Forum, Globe International Center, Women for Social Progress - Voter Education Centre","Open Society Forum, Globe International Center, Women for Social Progress - Voter Education Centre","https://forum.mn/uploads/users/3093/files/OSF_Annual_Report_2009.pdf, https://www.gic.mn/public/docs/annual_report/gic-annual-report-en-2009.pdf, https://web.archive.org/web/20120210134003/http://www.wsp.mn/index.php/mn/projects/implemented-project.html",1,NA
"MNG",2010,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MNG",2011,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MNG",2012,"Electoral democracy",1,1,1,3,3,"Globe International Center, Open Society Forum, Women for Social Progress - Voter Education Centre","Globe International Center, Open Society Forum, Women for Social Progress - Voter Education Centre","https://www.gic.mn/public/docs/annual_report/gic-annual-report-en-2012.pdf, https://forum.mn/uploads/site/1126/res_mat/OSF/OSF_annual_report-2012.pdf, https://www.undeflessonslearned.org/lessons?field_theme_target_id=All&field_country_target_id=745&keys=",1,NA
"MNG",2013,"Electoral democracy",1,1,1,2,2,"Open Society Forum, Women for Social Progress - Voter Education Centre","Open Society Forum, Women for Social Progress - Voter Education Centre","https://www.gic.mn/public/docs/annual_report/gic-annual-report-en-2013.pdf, https://forum.mn/uploads/site/1126/res_mat/OSF/OSF_annual_report_2013_Pages.pdf#page=3.14, https://anfrel.org/wp-content/uploads/2016/10/Electoral-Challenges-in-Asia-Today.pdf#page=1.00",1,NA
"MNG",2014,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MNG",2015,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MNG",2016,"Electoral democracy",1,1,1,2,3,"Globe International Center, Open Society Forum","Globe International Center, Open Society Forum, Women for Social Progress - Voter Education Centre","https://www.gic.mn/public/docs/annual_report/gic-annual-report-en-2016.pdf, https://forum.mn/uploads/site/1126/res_mat/2017/AnnualReport_2016.pdf#page=30.06",1,NA
"MNG",2017,"Electoral democracy",1,1,1,2,3,"Globe International Center, Open Society Forum","Globe International Center, Open Society Forum, Women for Social Progress - Voter Education Centre","https://www.gic.mn/public/docs/annual_report/gic-annual-report-en-2017.pdf, https://forum.mn/uploads/site/1126/res_mat/2018/Annual_report_2017.pdf",1,NA
"MNG",2018,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MNG",2019,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"MNG",2020,"Electoral democracy",1,1,1,3,3,"Women for Social Progress - Voter Education Centre, Globe International Center, Open Society Forum","Women for Social Progress - Voter Education Centre, Globe International Center, Open Society Forum",NA,1,NA
"MNG",2021,"Electoral democracy",1,1,1,2,3,"Globe International Center, Open Society Forum","Globe International Center, Open Society Forum, Women for Social Progress - Voter Education Centre",NA,1,NA
"MOZ",1990,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MOZ",1991,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MOZ",1992,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MOZ",1993,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MOZ",1994,"Electoral autocracy",1,0,0,0,0,NA,NA,NA,1,0
"MOZ",1995,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MOZ",1996,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MOZ",1997,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"MOZ",1998,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
